;Ticker;Datetime;Dividends;Close;DividendYield;DividendsChange;CloseChange;DividendYieldChange;DividendsChange6M;CloseChange6M;DividendYieldChange6M;Selic;IPCA;IGPM;IFIX;SectorDividendsChangeMean;SectorCloseChangeMean;SectorDividendYieldChangeMean
0;AFHI11;2021-05;0.6;91.3;0.657174;0.19999999999999996;-0.08599459405345888;0.3129011828964483;;;;2.6500000953674316;0.8299999833106995;4.099999904632568;2.862;0.009468363853539805;-0.01733210805401695;0.028735082905879825
1;AFHI11;2021-06;0.9;90.3;0.996678;0.5;-0.010952902519167584;0.5166120388207687;;;;3.4000000953674316;0.5299999713897705;0.6000000238418579;2.812;0.13911600327639206;-0.03296165549741668;0.18085940804408793
2;AFHI11;2021-07;0.9;93.58;0.961744;0.0;0.03632336655592461;-0.03505043755355286;;;;4.150000095367432;0.9599999785423279;0.7799999713897705;2.754;-0.041433681799880245;0.0159075002304965;-0.05383766887299943
3;AFHI11;2021-08;1.0;93.3;1.071811;0.11111111111111116;-0.0029920923274203703;0.11444521619058712;;;;4.150000095367432;0.8700000047683716;0.6600000262260437;2.813;0.03404119045584962;-0.03532103962978643;0.07251994256713923
4;AFHI11;2021-09;1.05;92.29;1.137718;0.050000000000000044;-0.010825294748124215;0.061491251722551876;;;;5.150000095367432;1.159999966621399;-0.6399999856948853;2.751;0.08289439297785443;-0.01922839257807704;0.1041315288048913
5;AFHI11;2021-10;1.2;93.19;1.287692;0.1428571428571428;0.009751869108245659;0.13182001163733026;1.4;-0.0670737811592752;1.5725490509458577;6.150000095367432;1.25;0.6399999856948853;2.715;0.05516582983167298;-0.011668779536431906;0.06926882478040025
6;AFHI11;2021-11;1.25;96.1;1.300728;0.04166666666666674;0.031226526451335834;0.010123538858671122;1.0833333333333335;0.05257393209200445;0.979274895233226;7.650000095367432;0.949999988079071;0.019999999552965164;2.673;0.06700966196479446;-0.03786929908166869;0.10947040904198505
7;AFHI11;2021-12;1.3;98.2;1.323829;0.040000000000000036;0.021852237252861784;0.017760054369552858;0.4444444444444444;0.0874861572535992;0.3282414179905646;7.650000095367432;0.7300000190734863;0.8700000047683716;2.581;0.0733837210224457;0.04837466003891515;0.025294659255763446
8;AFHI11;2022-01;1.3;100.97;1.287511;0.0;0.028207739307535507;-0.027434056815494934;0.4444444444444444;0.07896986535584527;0.3387252740854114;9.149999618530273;0.5400000214576721;1.8200000524520874;2.789;0.01446724475265015;-0.008071555761668655;0.024044725154779654
9;AFHI11;2022-02;1.3;96.74;1.343808;0.0;-0.04189363177181349;0.04372545166604391;0.30000000000000004;0.036870310825294794;0.25377328652159736;9.149999618530273;1.0099999904632568;1.8300000429153442;2.777;0.027386997772584798;-0.012431946774262;0.041359341399630045
10;AFHI11;2022-03;1.35;100.0;1.35;0.03846153846153855;0.03369857349596872;0.0046078011144450315;0.2857142857142858;0.08354101202730524;0.18658577960443634;10.649999618530273;1.6200000047683716;1.7400000095367432;2.737;0.019727861601717682;0.0026947112822042494;0.0185894767479305
11;AFHI11;2022-04;1.35;98.98;1.363912;0.0;-0.010199999999999987;0.010305185185185195;0.12500000000000022;0.06213112994956549;0.059191173044485845;11.649999618530273;1.059999942779541;1.409999966621399;2.799;0.060561428110138295;0.004738300656658838;0.05586972872062065
12;AFHI11;2022-05;1.4;103.7;1.350048;0.03703703703703698;0.04768640129319057;-0.010164878672524358;0.11999999999999988;0.0790842872008326;0.03791722789084262;11.649999618530273;0.4699999988079071;0.5199999809265137;2.798;0.052783017861405615;-0.009606750739927259;0.06381603074389144
13;AFHI11;2022-06;1.4;99.8;1.402806;0.0;-0.03760848601735778;0.03907861053829209;0.07692307692307687;0.016293279022403295;0.05965800718975034;12.649999618530273;0.6700000166893005;0.5899999737739563;2.823;-0.00990305514856499;-0.013220039993829254;0.004509023996223924
14;AFHI11;2022-07;1.3;98.5;1.319797;-0.07142857142857129;-0.013026052104208374;-0.05917354217190396;0.0;-0.02446271169654357;0.025076290610332785;13.149999618530273;-0.6800000071525574;0.20999999344348907;2.792;-0.03706073812795214;-0.006979245906973772;-0.0275640320149198
15;AFHI11;2022-08;1.15;99.15;1.159859;-0.11538461538461553;0.006598984771573724;-0.121183788112869;-0.11538461538461553;0.02491213562125294;-0.1368863706720007;13.149999618530273;-0.36000001430511475;-0.699999988079071;2.803;-0.06485912468047528;0.02077032350845977;-0.08324013685069764
16;AFHI11;2022-09;1.0;97.0;1.030928;-0.13043478260869557;-0.02168431669188109;-0.11116092559526625;-0.2592592592592593;-0.030000000000000027;-0.23634962962962958;13.649999618530273;-0.28999999165534973;-0.949999988079071;2.969;-0.05832132038857598;-0.005371313602860736;-0.05331058087230694
17;AFHI11;2022-10;0.95;95.37;0.99612;-0.050000000000000044;-0.016804123711340213;-0.033763754597799345;-0.2962962962962964;-0.03647201454839366;-0.26965962613423744;13.649999618530273;0.5899999737739563;-0.9700000286102295;2.983;-0.02424001007977699;-0.003996260919115176;-0.020132506579705306
18;AFHI11;2022-11;0.96;94.34;1.017596;0.010526315789473717;-0.010800041941910421;0.021559651447616623;-0.3142857142857143;-0.09026036644165858;-0.24625198511460333;13.649999618530273;0.4099999964237213;-0.5600000023841858;2.989;0.06001174037342224;-0.03884657778495626;0.10330190261859894
19;AFHI11;2022-12;1.0;95.0;1.052632;0.04166666666666674;0.0069959720161119066;0.03443016678524691;-0.2857142857142857;-0.048096192384769476;-0.24962396796135744;13.649999618530273;0.6200000047683716;0.44999998807907104;2.878;0.07780321676939804;-0.009677643564712212;0.09088930948094653
20;AIEC11;2021-02;0.57;93.0;0.612903;0.01785714285714257;-0.020949573639330366;0.03963625631004719;;;;1.899999976158142;0.8600000143051147;2.5299999713897705;2.89;-0.021270966609045813;-0.03038023230180895;0.015007332407109766
21;AIEC11;2021-03;0.57;90.0;0.633333;0.0;-0.032258064516129004;0.03333317017537851;;;;1.899999976158142;0.9300000071525574;2.940000057220459;2.877;0.18628541749041194;-0.02019964302559304;0.2147873913339769
22;AIEC11;2021-04;0.57;91.0;0.626374;0.0;0.011111111111111072;-0.010987900519947691;;;;2.6500000953674316;0.3100000023841858;1.5099999904632568;2.85;-0.05716286439802458;-0.017654786516444226;-0.045549602282493426
23;AIEC11;2021-05;0.57;88.0;0.647727;0.0;-0.03296703296703296;0.034089856858682044;;;;2.6500000953674316;0.8299999833106995;4.099999904632568;2.862;0.05678698585080037;-0.025165469425829423;0.08454509199441855
24;AIEC11;2021-06;0.57;82.17;0.693684;0.0;-0.06625000000000003;0.07095118776892106;;;;3.4000000953674316;0.5299999713897705;0.6000000238418579;2.812;0.24782241914343897;-0.012686246805797715;0.2515743578940178
25;AIEC11;2021-07;0.61;86.0;0.709302;0.07017543859649122;0.046610685164901966;0.022514574359506767;0.08928571428571419;-0.09464154121486468;0.20315298811268523;4.150000095367432;0.9599999785423279;0.7799999713897705;2.754;-0.10144283921311971;0.02127005723618293;-0.11161136376062954
26;AIEC11;2021-08;0.61;81.4;0.749386;0.0;-0.05348837209302315;0.056511894792345085;0.07017543859649122;-0.12473118279569884;0.2226828715147422;4.150000095367432;0.8700000047683716;0.6600000262260437;2.813;0.07890987615179323;-0.05167825615094089;0.14481754180865677
27;AIEC11;2021-09;0.61;81.0;0.753086;0.0;-0.004914004914004955;0.004937375397992438;0.07017543859649122;-0.09999999999999998;0.18908378372830725;5.150000095367432;1.159999966621399;-0.6399999856948853;2.751;0.04798124255986952;-0.026078433128722753;0.07854108798716293
28;AIEC11;2021-10;0.61;74.0;0.824324;0.0;-0.0864197530864198;0.09459477403643124;0.07017543859649122;-0.18681318681318682;0.31602525009020166;6.150000095367432;1.25;0.6399999856948853;2.715;0.08684308706312863;-0.035575670814454695;0.1527998472767851
29;AIEC11;2021-11;0.61;68.81;0.886499;0.0;-0.07013513513513514;0.07542543951164848;0.07017543859649122;-0.21806818181818177;0.3686306113532398;7.650000095367432;0.949999988079071;0.019999999552965164;2.673;0.03686449877142691;-0.05468285652090659;0.10019758827977834
30;AIEC11;2021-12;0.61;73.5;0.829932;0.0;0.06815869786368256;-0.06380943464121225;0.07017543859649122;-0.10551296093464768;0.19641219921462794;7.650000095367432;0.7300000190734863;0.8700000047683716;2.581;0.3239727985378577;0.06913895717425285;0.2423170526978508
31;AIEC11;2022-01;0.61;77.7;0.785071;0.0;0.05714285714285716;-0.054053826096595925;0.0;-0.09651162790697676;0.10682191788547057;9.149999618530273;0.5400000214576721;1.8200000524520874;2.789;-0.12650198670122834;-0.019216304153466222;-0.10328855691946696
32;AIEC11;2022-02;0.68;77.21;0.880715;0.11475409836065587;-0.006306306306306464;0.12182847156499221;0.11475409836065587;-0.051474201474201564;0.17524880368728546;9.149999618530273;1.0099999904632568;1.8300000429153442;2.777;-0.022499996899436308;-0.021499106295268026;0.0031593179410564173
33;AIEC11;2022-03;1.31;81.03;1.616685;0.9264705882352942;0.04947545654707941;0.8356505793588163;1.1475409836065573;0.00037037037037035425;1.1467468522851307;10.649999618530273;1.6200000047683716;1.7400000095367432;2.737;0.1687468473240756;-0.0009300869605624385;0.17088162263481135
34;AIEC11;2022-04;0.72;80.2;0.897756;-0.45038167938931306;-0.010243119832160863;-0.44469330760166637;0.180327868852459;0.08378378378378382;0.08908147767140107;11.649999618530273;1.059999942779541;1.409999966621399;2.799;0.017855065045686874;-0.002599667261287571;0.022702985898699072
35;AIEC11;2022-05;0.72;80.3;0.896638;0.0;0.0012468827930174342;-0.0012453272381359737;0.180327868852459;0.16698154338032256;0.01143712514058115;11.649999618530273;0.4699999988079071;0.5199999809265137;2.798;0.0028623211311099685;-0.011989964333843393;0.01696059933154836
36;AIEC11;2022-06;0.8;76.49;1.045888;0.11111111111111116;-0.04744707347447075;0.16645513574039894;0.3114754098360657;0.04068027210884351;0.26020927015707307;12.649999618530273;0.6700000166893005;0.5899999737739563;2.823;0.06143529297811357;-0.019390832846919833;0.08401809433368769
37;AIEC11;2022-07;0.72;74.5;0.966443;-0.10000000000000009;-0.026016472741534735;-0.07595937614735027;0.180327868852459;-0.041184041184041176;0.23102623839117742;13.149999618530273;-0.6800000071525574;0.20999999344348907;2.792;0.1156989756586913;-0.0013143898137522926;0.117564422153752
38;AIEC11;2022-08;0.73;80.0;0.9125;0.01388888888888884;0.0738255033557047;-0.05581601812005477;0.07352941176470584;0.036135215645641816;0.036089995060831104;13.149999618530273;-0.36000001430511475;-0.699999988079071;2.803;-0.011174748589301228;0.07126754521055848;-0.07341343554613065
39;AIEC11;2022-09;0.73;79.07;0.923233;0.0;-0.011625000000000107;0.01176219178082194;-0.4427480916030535;-0.024188572133777675;-0.42893451723743337;13.649999618530273;-0.28999999165534973;-0.949999988079071;2.969;0.023022080357038056;0.0044672531986064135;0.022945933837646978
40;AIEC11;2022-10;0.74;75.99;0.973812;0.013698630136986356;-0.038952826609333524;0.05478465349483819;0.0277777777777779;-0.052493765586035024;0.08471789662224483;13.649999618530273;0.5899999737739563;-0.9700000286102295;2.983;0.4754467111392202;-0.016876410889350508;0.4935639571153575
41;AIEC11;2022-11;0.75;70.8;1.059322;0.013513513513513598;-0.06829846032372677;0.08780955667007606;0.04166666666666674;-0.11830635118306354;0.1814377708729722;13.649999618530273;0.4099999964237213;-0.5600000023841858;2.989;-0.006570870944465393;-0.024104945532577658;0.02069882115555952
